Iteration,RMSE,Complexity,Equation
3,17.0978166883496,19,PySRFunction(X=>Naphthalene + PO_4*(var3_Methylnonadecane + 8.593938 - 32.566814/Retene) - 1*0.8833091 + 134.84201)
3,17.07786909554065,20,PySRFunction(X=>(PO_4 - 2.36892)*(var3_Methylnonadecane + 10.014649 - 22.186796/Retene) - (-2.6006641)*2.971458 + 137.05392)
4,86.78032245997187,1,PySRFunction(X=>-0.190196840000000)
4,22.623603970034125,3,PySRFunction(X=>53.90261 - 1*(-29.686691))
4,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
4,21.880747202849815,6,PySRFunction(X=>PO_4 - 1*(-44.333183) - 1*(-44.507698))
4,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
4,19.30488620290403,9,PySRFunction(X=>2.1501074*Methoxymethylphenol*Pb - 1*2.1501074)
4,18.82220428814342,10,PySRFunction(X=>8.593938*PO_4 - 1*3.6565247 - 0.509165 + 134.84201)
4,17.75621032716638,11,PySRFunction(X=>Cr*(Propylguaiacol - 1*(-32.079235)) + 140.53041 - 1*(-143.61742))
4,17.688525605351774,13,PySRFunction(X=>Propylguaiacol*(1.8147509*Propylguaiacol + Retene) - Propylguaiacol)
4,17.61563655552227,14,PySRFunction(X=>Propylguaiacol*(2.6391335*Propylguaiacol + Retene + 3.405375) - 1*0.27062717)
4,17.215051986559903,16,PySRFunction(X=>Sb*(-PO_4 + Retene + var3_Methylnonadecane) - Squalane - 1*(-23.206331))
4,17.146701945140837,17,PySRFunction(X=>(Sb - 0.9606059)*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-1.9185332) - 1*(-23.206331))
4,17.030044612702852,18,PySRFunction(X=>Sb*(-PO_4 + Retene + var3_Methylnonadecane) - Squalane - (-1)*92.13221/3.5817637)
4,17.02929789195863,20,PySRFunction(X=>-Squalane + (Sb - 0.27763274)*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-0.69357026) - 1*(-23.206331))
5,86.78032245997187,1,PySRFunction(X=>-0.190196840000000)
5,22.623603970034125,3,PySRFunction(X=>53.90261 - 1*(-29.686691))
5,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
5,21.880747202849815,6,PySRFunction(X=>PO_4 - 1*(-44.333183) - 1*(-44.507698))
5,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
5,19.30488620290403,9,PySRFunction(X=>2.1501074*Methoxymethylphenol*Pb - 1*2.1501074)
5,18.82220428814342,10,PySRFunction(X=>8.593938*PO_4 - 1*3.6565247 - 0.509165 + 134.84201)
5,17.75621032716638,11,PySRFunction(X=>Cr*(Propylguaiacol - 1*(-32.079235)) + 140.53041 - 1*(-143.61742))
5,17.33570105069797,13,PySRFunction(X=>PO_4*(0.41428825 - 37.957947/Retene) - 1*1.7300563 + 124.776)
5,17.33518398480748,15,PySRFunction(X=>PO_4*(0.41428825 - 37.957947/Retene) - 1*1.192061 - 0.3698429 + 124.776)
5,17.215051986559903,16,PySRFunction(X=>Sb*(-PO_4 + Retene + var3_Methylnonadecane) - Squalane - 1*(-23.206331))
5,16.995620204694934,17,PySRFunction(X=>(Ethylguaiacol*(var2_Methylnaphthalene + var3_Methylnonadecane) + Nonacosane*4.7531896)/0.5347184 + 27.976442)
6,86.78032245997187,1,PySRFunction(X=>-0.190196840000000)
6,22.623603970034125,3,PySRFunction(X=>53.90261 - 1*(-29.686691))
6,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
6,21.880747202849815,6,PySRFunction(X=>PO_4 - 1*(-44.333183) - 1*(-44.507698))
6,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
6,19.30488620290403,9,PySRFunction(X=>2.1501074*Methoxymethylphenol*Pb - 1*2.1501074)
6,18.82220428814342,10,PySRFunction(X=>8.593938*PO_4 - 1*3.6565247 - 0.509165 + 134.84201)
6,17.75621032716638,11,PySRFunction(X=>Cr*(Propylguaiacol - 1*(-32.079235)) + 140.53041 - 1*(-143.61742))
6,17.33570105069797,13,PySRFunction(X=>PO_4*(0.41428825 - 37.957947/Retene) - 1*1.7300563 + 124.776)
6,17.226198767855248,14,PySRFunction(X=>Anthracene - 37.957947*PO_4/Retene - 1*(-2.3061223) + 124.776)
6,17.215051986559903,16,PySRFunction(X=>Sb*(-PO_4 + Retene + var3_Methylnonadecane) - Squalane - 1*(-23.206331))
6,16.995620204694934,17,PySRFunction(X=>(Ethylguaiacol*(var2_Methylnaphthalene + var3_Methylnonadecane) + Nonacosane*4.7531896)/0.5347184 + 27.976442)
7,86.78032245997187,1,PySRFunction(X=>-0.190196840000000)
7,22.623603970034125,3,PySRFunction(X=>53.90261 - 1*(-29.686691))
7,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
7,21.880747202849815,6,PySRFunction(X=>PO_4 - 1*(-44.333183) - 1*(-44.507698))
7,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
7,19.30488620290403,9,PySRFunction(X=>2.1501074*Methoxymethylphenol*Pb - 1*2.1501074)
7,18.82220428814342,10,PySRFunction(X=>8.593938*PO_4 - 1*3.6565247 - 0.509165 + 134.84201)
7,17.75621032716638,11,PySRFunction(X=>Cr*(Propylguaiacol - 1*(-32.079235)) + 140.53041 - 1*(-143.61742))
7,17.335584130498614,12,PySRFunction(X=>PO_4*(-36.87216)/Retene - Retene + 114.149124)
7,17.226198767855248,14,PySRFunction(X=>Anthracene - 37.957947*PO_4/Retene - 1*(-2.3061223) + 124.776)
7,17.066879307232654,16,PySRFunction(X=>-Retene + Ti*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-28.516563))
7,16.995620204694934,17,PySRFunction(X=>(Ethylguaiacol*(var2_Methylnaphthalene + var3_Methylnonadecane) + Nonacosane*4.7531896)/0.5347184 + 27.976442)
7,16.924966951655165,20,PySRFunction(X=>Ti*(Retene + var3_Methylnonadecane - (PO_4 - 1*5.1057315)) - var35_Dimethoxyphenol - 1*(-27.869896) - 1*(-40.812405))
8,86.78032245997187,1,PySRFunction(X=>-0.190196840000000)
8,22.623603970034125,3,PySRFunction(X=>53.90261 - 1*(-29.686691))
8,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
8,21.880747202849815,6,PySRFunction(X=>PO_4 - 1*(-44.333183) - 1*(-44.507698))
8,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
8,19.30488620290403,9,PySRFunction(X=>2.1501074*Methoxymethylphenol*Pb - 1*2.1501074)
8,18.82220428814342,10,PySRFunction(X=>8.593938*PO_4 - 1*3.6565247 - 0.509165 + 134.84201)
8,17.75621032716638,11,PySRFunction(X=>Cr*(Propylguaiacol - 1*(-32.079235)) + 140.53041 - 1*(-143.61742))
8,17.335584130498614,12,PySRFunction(X=>PO_4*(-36.87216)/Retene - Retene + 114.149124)
8,17.226198767855248,14,PySRFunction(X=>Anthracene - 37.957947*PO_4/Retene - 1*(-2.3061223) + 124.776)
8,17.066879307232654,16,PySRFunction(X=>-Retene + Ti*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-28.516563))
8,16.995620204694934,17,PySRFunction(X=>(Ethylguaiacol*(var2_Methylnaphthalene + var3_Methylnonadecane) + Nonacosane*4.7531896)/0.5347184 + 27.976442)
8,16.959264163017515,19,PySRFunction(X=>-Retene - 7.2609963*(-PO_4 + Retene + var3_Methylnonadecane) + 0.5009931 - 1*(-1.2210237) - 1*(-29.429728))
8,16.924966951655165,20,PySRFunction(X=>Ti*(Retene + var3_Methylnonadecane - (PO_4 - 1*5.1057315)) - var35_Dimethoxyphenol - 1*(-27.869896) - 1*(-40.812405))
9,85.98262177915413,1,PySRFunction(X=>0.636356100000000)
9,22.623603970034125,3,PySRFunction(X=>53.90261 - 1*(-29.686691))
9,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
9,21.26848200115887,6,PySRFunction(X=>Ethylguaiacol/(-0.06724587) - 1*(-0.7547205))
9,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
9,19.30488620290403,9,PySRFunction(X=>2.1501074*Methoxymethylphenol*Pb - 1*2.1501074)
9,18.82220428814342,10,PySRFunction(X=>8.593938*PO_4 - 1*3.6565247 - 0.509165 + 134.84201)
9,17.75621032716638,11,PySRFunction(X=>Cr*(Propylguaiacol - 1*(-32.079235)) + 140.53041 - 1*(-143.61742))
9,17.335584130498614,12,PySRFunction(X=>PO_4*(-36.87216)/Retene - Retene + 114.149124)
9,17.226198767855248,14,PySRFunction(X=>Anthracene - 37.957947*PO_4/Retene - 1*(-2.3061223) + 124.776)
9,17.066879307232654,16,PySRFunction(X=>-Retene + Ti*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-28.516563))
9,16.995620204694934,17,PySRFunction(X=>(Ethylguaiacol*(var2_Methylnaphthalene + var3_Methylnonadecane) + Nonacosane*4.7531896)/0.5347184 + 27.976442)
9,16.959264163017515,19,PySRFunction(X=>-Retene - 7.2609963*(-PO_4 + Retene + var3_Methylnonadecane) + 0.5009931 - 1*(-1.2210237) - 1*(-29.429728))
9,16.924966951655165,20,PySRFunction(X=>Ti*(Retene + var3_Methylnonadecane - (PO_4 - 1*5.1057315)) - var35_Dimethoxyphenol - 1*(-27.869896) - 1*(-40.812405))
10,85.98262177915413,1,PySRFunction(X=>0.636356100000000)
10,22.623603970034125,3,PySRFunction(X=>53.90261 - 1*(-29.686691))
10,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
10,21.26848200115887,6,PySRFunction(X=>Ethylguaiacol/(-0.06724587) - 1*(-0.7547205))
10,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
10,19.30488620290403,9,PySRFunction(X=>2.1501074*Methoxymethylphenol*Pb - 1*2.1501074)
10,18.733976217872,10,PySRFunction(X=>(PO_4 - (-1)*8.556458/0.60515493)/0.1084171 + 0.53407216)
10,17.75621032716638,11,PySRFunction(X=>Cr*(Propylguaiacol - 1*(-32.079235)) + 140.53041 - 1*(-143.61742))
10,17.335584130498614,12,PySRFunction(X=>PO_4*(-36.87216)/Retene - Retene + 114.149124)
10,17.226198767855248,14,PySRFunction(X=>Anthracene - 37.957947*PO_4/Retene - 1*(-2.3061223) + 124.776)
10,17.066879307232654,16,PySRFunction(X=>-Retene + Ti*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-28.516563))
10,16.995620204694934,17,PySRFunction(X=>(Ethylguaiacol*(var2_Methylnaphthalene + var3_Methylnonadecane) + Nonacosane*4.7531896)/0.5347184 + 27.976442)
10,16.959264163017515,19,PySRFunction(X=>-Retene - 7.2609963*(-PO_4 + Retene + var3_Methylnonadecane) + 0.5009931 - 1*(-1.2210237) - 1*(-29.429728))
10,16.924966951655165,20,PySRFunction(X=>Ti*(Retene + var3_Methylnonadecane - (PO_4 - 1*5.1057315)) - var35_Dimethoxyphenol - 1*(-27.869896) - 1*(-40.812405))
11,85.98262177915413,1,PySRFunction(X=>0.636356100000000)
11,22.623603970034125,3,PySRFunction(X=>53.90261 - 1*(-29.686691))
11,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
11,21.26848200115887,6,PySRFunction(X=>Ethylguaiacol/(-0.06724587) - 1*(-0.7547205))
11,19.65577163477639,7,PySRFunction(X=>Eugenol*Eugenol - 1*(-58.31282))
11,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
11,17.734972721559753,9,PySRFunction(X=>Eugenol*(Retene - 11.694395) - 0.049035963)
11,17.58615090801475,10,PySRFunction(X=>Eugenol*(Retene - 11.694395) + Eugenol)
11,17.495024262895452,11,PySRFunction(X=>Eugenol*(Retene - 11.694395 + 0.7925686) + 0.14564095)
11,17.335584130498614,12,PySRFunction(X=>PO_4*(-36.87216)/Retene - Retene + 114.149124)
11,17.226198767855248,14,PySRFunction(X=>Anthracene - 37.957947*PO_4/Retene - 1*(-2.3061223) + 124.776)
11,17.066879307232654,16,PySRFunction(X=>-Retene + Ti*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-28.516563))
11,16.995620204694934,17,PySRFunction(X=>(Ethylguaiacol*(var2_Methylnaphthalene + var3_Methylnonadecane) + Nonacosane*4.7531896)/0.5347184 + 27.976442)
11,16.92372357752394,19,PySRFunction(X=>PO_4 + var3_Methylnonadecane*(-PO_4 + Retene + var9_Methylanthracene) - var9_Methylanthracene - 1*(-43.73381))
11,16.917128056114613,20,PySRFunction(X=>PO_4 + var3_Methylnonadecane*(-PO_4 + Retene + var9_Methylanthracene + 0.27691865) - 1*4.082488 - 1*(-55.57649))
12,85.98262177915413,1,PySRFunction(X=>0.636356100000000)
12,22.623603970336152,3,PySRFunction(X=>41.584442 - 1*(-42.00494))
12,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
12,21.26848200115887,6,PySRFunction(X=>Ethylguaiacol/(-0.06724587) - 1*(-0.7547205))
12,19.65577163477639,7,PySRFunction(X=>Eugenol*Eugenol - 1*(-58.31282))
12,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
12,17.734972721559753,9,PySRFunction(X=>Eugenol*(Retene - 11.694395) - 0.049035963)
12,17.58615090801475,10,PySRFunction(X=>Eugenol*(Retene - 11.694395) + Eugenol)
12,17.495024262895452,11,PySRFunction(X=>Eugenol*(Retene - 11.694395 + 0.7925686) + 0.14564095)
12,17.335584130498614,12,PySRFunction(X=>PO_4*(-36.87216)/Retene - Retene + 114.149124)
12,17.226198767855248,14,PySRFunction(X=>Anthracene - 37.957947*PO_4/Retene - 1*(-2.3061223) + 124.776)
12,17.111332629292264,15,PySRFunction(X=>var3_Methylnonadecane*(-PO_4 + Retene + var9_Methylanthracene) - 1*(-0.7424669) - 1*(-43.73381))
12,17.066879307232654,16,PySRFunction(X=>-Retene + Ti*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-28.516563))
12,16.995620204694934,17,PySRFunction(X=>(Ethylguaiacol*(var2_Methylnaphthalene + var3_Methylnonadecane) + Nonacosane*4.7531896)/0.5347184 + 27.976442)
12,16.784997641307335,18,PySRFunction(X=>-Isoeugenol + var3_Methylnonadecane*(Dibenzofuran - PO_4 + Retene - 1*0.8157878) - 1*(-31.946053))
13,85.98262177915413,1,PySRFunction(X=>0.636356100000000)
13,22.623603970336152,3,PySRFunction(X=>41.584442 - 1*(-42.00494))
13,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
13,21.26848200115887,6,PySRFunction(X=>Ethylguaiacol/(-0.06724587) - 1*(-0.7547205))
13,19.65577163477639,7,PySRFunction(X=>Eugenol*Eugenol - 1*(-58.31282))
13,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
13,17.734972721559753,9,PySRFunction(X=>Eugenol*(Retene - 11.694395) - 0.049035963)
13,17.57346261500728,10,PySRFunction(X=>P*45.911964 - 1*(-14.249998) - 1*(-45.26621) - 1*(-312.46414))
13,17.495024262895452,11,PySRFunction(X=>Eugenol*(Retene - 11.694395 + 0.7925686) + 0.14564095)
13,17.335584130498614,12,PySRFunction(X=>PO_4*(-36.87216)/Retene - Retene + 114.149124)
13,17.226198767855248,14,PySRFunction(X=>Anthracene - 37.957947*PO_4/Retene - 1*(-2.3061223) + 124.776)
13,17.111332629292264,15,PySRFunction(X=>var3_Methylnonadecane*(-PO_4 + Retene + var9_Methylanthracene) - 1*(-0.7424669) - 1*(-43.73381))
13,17.066879307232654,16,PySRFunction(X=>-Retene + Ti*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-28.516563))
13,16.903579758698974,17,PySRFunction(X=>var3_Methylnonadecane*(Dibenzofuran - PO_4 + Retene)*1.1906255 - 1*(-1.8851357) - 1*(-31.925924))
13,16.784997641307335,18,PySRFunction(X=>-Isoeugenol + var3_Methylnonadecane*(Dibenzofuran - PO_4 + Retene - 1*0.8157878) - 1*(-31.946053))
14,85.98262177915413,1,PySRFunction(X=>0.636356100000000)
14,22.623603970336152,3,PySRFunction(X=>41.584442 - 1*(-42.00494))
14,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
14,21.26848200115887,6,PySRFunction(X=>Ethylguaiacol/(-0.06724587) - 1*(-0.7547205))
14,19.65577163477639,7,PySRFunction(X=>Eugenol*Eugenol - 1*(-58.31282))
14,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
14,17.734972721559753,9,PySRFunction(X=>Eugenol*(Retene - 11.694395) - 0.049035963)
14,17.57346261500728,10,PySRFunction(X=>P*45.911964 - 1*(-14.249998) - 1*(-45.26621) - 1*(-312.46414))
14,17.495024262895452,11,PySRFunction(X=>Eugenol*(Retene - 11.694395 + 0.7925686) + 0.14564095)
14,17.335584130498614,12,PySRFunction(X=>PO_4*(-36.87216)/Retene - Retene + 114.149124)
14,17.226198767855248,14,PySRFunction(X=>Anthracene - 37.957947*PO_4/Retene - 1*(-2.3061223) + 124.776)
14,17.111332629292264,15,PySRFunction(X=>var3_Methylnonadecane*(-PO_4 + Retene + var9_Methylanthracene) - 1*(-0.7424669) - 1*(-43.73381))
14,17.066879307232654,16,PySRFunction(X=>-Retene + Ti*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-28.516563))
14,16.903579758698974,17,PySRFunction(X=>var3_Methylnonadecane*(Dibenzofuran - PO_4 + Retene)*1.1906255 - 1*(-1.8851357) - 1*(-31.925924))
14,16.784997641307335,18,PySRFunction(X=>-Isoeugenol + var3_Methylnonadecane*(Dibenzofuran - PO_4 + Retene - 1*0.8157878) - 1*(-31.946053))
15,85.98262177915413,1,PySRFunction(X=>0.636356100000000)
15,22.623603970336152,3,PySRFunction(X=>41.584442 - 1*(-42.00494))
15,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
15,21.26848200115887,6,PySRFunction(X=>Ethylguaiacol/(-0.06724587) - 1*(-0.7547205))
15,19.65577163477639,7,PySRFunction(X=>Eugenol*Eugenol - 1*(-58.31282))
15,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
15,17.734972721559753,9,PySRFunction(X=>Eugenol*(Retene - 11.694395) - 0.049035963)
15,17.57346261500728,10,PySRFunction(X=>P*45.911964 - 1*(-14.249998) - 1*(-45.26621) - 1*(-312.46414))
15,17.495024262895452,11,PySRFunction(X=>Eugenol*(Retene - 11.694395 + 0.7925686) + 0.14564095)
15,17.335584130498614,12,PySRFunction(X=>PO_4*(-36.87216)/Retene - Retene + 114.149124)
15,17.226198767855248,14,PySRFunction(X=>Anthracene - 37.957947*PO_4/Retene - 1*(-2.3061223) + 124.776)
15,17.111332629292264,15,PySRFunction(X=>var3_Methylnonadecane*(-PO_4 + Retene + var9_Methylanthracene) - 1*(-0.7424669) - 1*(-43.73381))
15,17.066879307232654,16,PySRFunction(X=>-Retene + Ti*(-PO_4 + Retene + var3_Methylnonadecane) - 1*(-28.516563))
15,16.903579758698974,17,PySRFunction(X=>var3_Methylnonadecane*(Dibenzofuran - PO_4 + Retene)*1.1906255 - 1*(-1.8851357) - 1*(-31.925924))
15,16.675111498370878,18,PySRFunction(X=>-Dibenzofuran + Nonadecylcyclohexane*(Retene + var3_Methylnonadecane - (PO_4 - 1*7.5381937)) + 84.66483)
15,16.60892812651524,20,PySRFunction(X=>-Dibenzofuran + (Nonadecylcyclohexane - 0.6447013)*(Retene + var3_Methylnonadecane - (PO_4 - 1*7.5381937)) + 84.66483)
16,85.98262177915413,1,PySRFunction(X=>0.636356100000000)
16,22.623603970336152,3,PySRFunction(X=>41.584442 - 1*(-42.00494))
16,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
16,21.26848200115887,6,PySRFunction(X=>Ethylguaiacol/(-0.06724587) - 1*(-0.7547205))
16,19.65577163477639,7,PySRFunction(X=>Eugenol*Eugenol - 1*(-58.31282))
16,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
16,17.734972721559753,9,PySRFunction(X=>Eugenol*(Retene - 11.694395) - 0.049035963)
16,17.57346261500728,10,PySRFunction(X=>P*45.911964 - 1*(-14.249998) - 1*(-45.26621) - 1*(-312.46414))
16,17.495024262895452,11,PySRFunction(X=>Eugenol*(Retene - 11.694395 + 0.7925686) + 0.14564095)
16,16.935554561046118,12,PySRFunction(X=>NO_3*(Retene - 1*(-36.60077)) - NO_3 + 272.10602)
16,16.903579758698974,17,PySRFunction(X=>var3_Methylnonadecane*(Dibenzofuran - PO_4 + Retene)*1.1906255 - 1*(-1.8851357) - 1*(-31.925924))
16,16.675111498370878,18,PySRFunction(X=>-Dibenzofuran + Nonadecylcyclohexane*(Retene + var3_Methylnonadecane - (PO_4 - 1*7.5381937)) + 84.66483)
16,16.60892812651524,20,PySRFunction(X=>-Dibenzofuran + (Nonadecylcyclohexane - 0.6447013)*(Retene + var3_Methylnonadecane - (PO_4 - 1*7.5381937)) + 84.66483)
17,85.98262177915413,1,PySRFunction(X=>0.636356100000000)
17,22.623603970336152,3,PySRFunction(X=>41.584442 - 1*(-42.00494))
17,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
17,21.26848200115887,6,PySRFunction(X=>Ethylguaiacol/(-0.06724587) - 1*(-0.7547205))
17,19.65577163477639,7,PySRFunction(X=>Eugenol*Eugenol - 1*(-58.31282))
17,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
17,17.734972721559753,9,PySRFunction(X=>Eugenol*(Retene - 11.694395) - 0.049035963)
17,17.57346261500728,10,PySRFunction(X=>P*45.911964 - 1*(-14.249998) - 1*(-45.26621) - 1*(-312.46414))
17,17.495024262895452,11,PySRFunction(X=>Eugenol*(Retene - 11.694395 + 0.7925686) + 0.14564095)
17,16.935554561046118,12,PySRFunction(X=>NO_3*(Retene - 1*(-36.60077)) - NO_3 + 272.10602)
17,16.8280007200301,16,PySRFunction(X=>NO_3*(Retene - 1*(-36.60077)) - Retene - 1*(-0.10394692) - 1*(-0.5222959) + 272.10602)
17,16.675111498370878,18,PySRFunction(X=>-Dibenzofuran + Nonadecylcyclohexane*(Retene + var3_Methylnonadecane - (PO_4 - 1*7.5381937)) + 84.66483)
17,16.60892812651524,20,PySRFunction(X=>-Dibenzofuran + (Nonadecylcyclohexane - 0.6447013)*(Retene + var3_Methylnonadecane - (PO_4 - 1*7.5381937)) + 84.66483)
18,85.98262177915413,1,PySRFunction(X=>0.636356100000000)
18,22.623603970336152,3,PySRFunction(X=>41.584442 - 1*(-42.00494))
18,22.432100466689196,4,PySRFunction(X=>Pyrene - 1*(-89.699135))
18,21.26848200115887,6,PySRFunction(X=>Ethylguaiacol/(-0.06724587) - 1*(-0.7547205))
18,19.65577163477639,7,PySRFunction(X=>Eugenol*Eugenol - 1*(-58.31282))
18,19.469016556811685,8,PySRFunction(X=>8.593938*PO_4 - 1*0.75097996 + 134.84201)
18,17.734972721559753,9,PySRFunction(X=>Eugenol*(Retene - 11.694395) - 0.049035963)
18,17.57346261500728,10,PySRFunction(X=>P*45.911964 - 1*(-14.249998) - 1*(-45.26621) - 1*(-312.46414))
18,17.495024262895452,11,PySRFunction(X=>Eugenol*(Retene - 11.694395 + 0.7925686) + 0.14564095)
18,16.935554561046118,12,PySRFunction(X=>NO_3*(Retene - 1*(-36.60077)) - NO_3 + 272.10602)
18,16.83280884189978,14,PySRFunction(X=>NO_3*(Retene - 1*(-36.60077)) - Retene - 1*(-0.2645384) + 272.10602)
