<<<<<<< HEAD
Iteration,RMSE,Complexity,Equation
4,2.811861416721046,17,PySRFunction(X=>Acenaphthylene + P + Tricosane - var3_Methylnonadecane - (Cl*Isoeugenol/0.93528986 - 65.72093) - 1*(-0.67830503))
4,2.807787073340289,19,PySRFunction(X=>Cu - Dodecylcyclohexane + var1_Methylnaphthalene + 15.159743 - 1*(-54.221004) - (Propylguaiacol - (Acenaphthylene - Heptadecane))/(1.3182839*Methylfluorene))
5,3.1189937847019866,3,PySRFunction(X=>41.206184 + 42.383133)
5,2.877076728842336,5,PySRFunction(X=>Acenaphthylene + P + 64.120476)
5,2.870760800585069,7,PySRFunction(X=>Acenaphthylene + P + Pentacosane + 64.120476)
5,2.822589661349692,9,PySRFunction(X=>-Cl*Isoeugenol + P + Tricosane + 65.104744)
5,2.8158302917371625,11,PySRFunction(X=>-Cl*Isoeugenol + Hexacosane + P + 1.4242865 + 65.104744)
5,2.815313181283756,13,PySRFunction(X=>-Cl*Isoeugenol + Fluoranthene + Methylfluorene + P + 1.4242865 + 65.104744)
5,2.8136267724302577,15,PySRFunction(X=>Acenaphthylene - Cl*(Isoeugenol - 0.04424526) + Hentriacontane + P + 1.2928317 + 65.104744)
5,2.811861416721046,17,PySRFunction(X=>Acenaphthylene + P + Tricosane - var3_Methylnonadecane - (Cl*Isoeugenol/0.93528986 - 65.72093) - 1*(-0.67830503))
5,2.807787073340289,19,PySRFunction(X=>Cu - Dodecylcyclohexane + var1_Methylnaphthalene + 15.159743 - 1*(-54.221004) - (Propylguaiacol - (Acenaphthylene - Heptadecane))/(1.3182839*Methylfluorene))
6,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
6,2.8924110350306895,3,PySRFunction(X=>P + 67.57773)
6,2.877076728842336,5,PySRFunction(X=>Acenaphthylene + P + 64.120476)
6,2.870760800585069,7,PySRFunction(X=>Acenaphthylene + P + Pentacosane + 64.120476)
6,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
6,2.8158302917371625,11,PySRFunction(X=>-Cl*Isoeugenol + Hexacosane + P + 1.4242865 + 65.104744)
6,2.815313181283756,13,PySRFunction(X=>-Cl*Isoeugenol + Fluoranthene + Methylfluorene + P + 1.4242865 + 65.104744)
6,2.809669677063586,15,PySRFunction(X=>-Cl*Isoeugenol + P - var1_Methylnaphthalene - 1*(-1.4049054) + 67.57773 - 0.9912389/Acetosyringone)
6,2.807787073340289,19,PySRFunction(X=>Cu - Dodecylcyclohexane + var1_Methylnaphthalene + 15.159743 - 1*(-54.221004) - (Propylguaiacol - (Acenaphthylene - Heptadecane))/(1.3182839*Methylfluorene))
7,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
7,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
7,2.877076728842336,5,PySRFunction(X=>Acenaphthylene + P + 64.120476)
7,2.8506204702122195,7,PySRFunction(X=>P - Propylguaiacol - 1*(-28.800203) + 37.464302)
7,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
7,2.8158302917371625,11,PySRFunction(X=>-Cl*Isoeugenol + Hexacosane + P + 1.4242865 + 65.104744)
7,2.8131558320329795,13,PySRFunction(X=>-Cl*(Isoeugenol - Syringealdehyde) + P + 67.09875 - 0.37644568/Pentadecane)
7,2.8084915057559847,15,PySRFunction(X=>-Cl*(Isoeugenol/0.84726006 - Syringealdehyde) + P - 0.7290245 - 1*0.37644568 + 67.09875)
7,2.8062791184666596,17,PySRFunction(X=>P - (Cl*(Isoeugenol/0.84726006 - Syringealdehyde) - Heptacosane) - 1*1.2143662 + 0.6249529 + 67.09875)
7,2.802781041503279,19,PySRFunction(X=>-Cl*(-Acenaphthylene*Syringealdehyde + Isoeugenol) + P - 1*0.91702724 - 0.83436877 - 1*0.37644568 - 1*(-0.6513136) + 67.09875)
8,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
8,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
8,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
8,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
8,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
8,2.8158302917371625,11,PySRFunction(X=>-Cl*Isoeugenol + Hexacosane + P + 1.4242865 + 65.104744)
8,2.811562994236281,13,PySRFunction(X=>-Cl*(-Fluoranthene + Isoeugenol) + Heneicosane + P - 1*(-0.5387087) + 65.436)
8,2.8060394808694875,15,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - Sb - (Propylguaiacol - 1*12.682899) + 51.281994)
8,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
9,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
9,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
9,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
9,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
9,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
9,2.8158302917371625,11,PySRFunction(X=>-Cl*Isoeugenol + Hexacosane + P + 1.4242865 + 65.104744)
9,2.811562994236281,13,PySRFunction(X=>-Cl*(-Fluoranthene + Isoeugenol) + Heneicosane + P - 1*(-0.5387087) + 65.436)
9,2.8060394808694875,15,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - Sb - (Propylguaiacol - 1*12.682899) + 51.281994)
9,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
10,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
10,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
10,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
10,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
10,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
10,2.8158302917371625,11,PySRFunction(X=>-Cl*Isoeugenol + Hexacosane + P + 1.4242865 + 65.104744)
10,2.811562994236281,13,PySRFunction(X=>-Cl*(-Fluoranthene + Isoeugenol) + Heneicosane + P - 1*(-0.5387087) + 65.436)
10,2.8060394808694875,15,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - Sb - (Propylguaiacol - 1*12.682899) + 51.281994)
10,2.8047734733883454,17,PySRFunction(X=>Docosane/Retene + P - (-Heneicosane + Propylguaiacol/0.5416892 - 1*12.496425) - 0.37812072 + 51.095448)
10,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
11,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
11,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
11,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
11,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
11,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
11,2.8158302917371625,11,PySRFunction(X=>-Cl*Isoeugenol + Hexacosane + P + 1.4242865 + 65.104744)
11,2.811562994236281,13,PySRFunction(X=>-Cl*(-Fluoranthene + Isoeugenol) + Heneicosane + P - 1*(-0.5387087) + 65.436)
11,2.8060394808694875,15,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - Sb - (Propylguaiacol - 1*12.682899) + 51.281994)
11,2.8047734733883454,17,PySRFunction(X=>Docosane/Retene + P - (-Heneicosane + Propylguaiacol/0.5416892 - 1*12.496425) - 0.37812072 + 51.095448)
11,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
12,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
12,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
12,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
12,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
12,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
12,2.8158302917371625,11,PySRFunction(X=>-Cl*Isoeugenol + Hexacosane + P + 1.4242865 + 65.104744)
12,2.811562994236281,13,PySRFunction(X=>-Cl*(-Fluoranthene + Isoeugenol) + Heneicosane + P - 1*(-0.5387087) + 65.436)
12,2.8060394808694875,15,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - Sb - (Propylguaiacol - 1*12.682899) + 51.281994)
12,2.8022193197119516,17,PySRFunction(X=>P - (Propylguaiacol - (Tricosane - 2.3906538)) - 1*0.5692037 + 0.15564801 + 64.34819 + 0.3285308/Retene)
12,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
13,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
13,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
13,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
13,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
13,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
13,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
13,2.8065560160053513,13,PySRFunction(X=>Heptadecane + P - Propylguaiacol - 1.2855237 + 64.34819 + 0.2806702/Retene)
13,2.8060394808694875,15,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - Sb - (Propylguaiacol - 1*12.682899) + 51.281994)
13,2.8022193197119516,17,PySRFunction(X=>P - (Propylguaiacol - (Tricosane - 2.3906538)) - 1*0.5692037 + 0.15564801 + 64.34819 + 0.3285308/Retene)
13,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
14,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
14,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
14,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
14,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
14,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
14,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
14,2.8065560160053513,13,PySRFunction(X=>Heptadecane + P - Propylguaiacol - 1.2855237 + 64.34819 + 0.2806702/Retene)
14,2.8060394808694875,15,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - Sb - (Propylguaiacol - 1*12.682899) + 51.281994)
14,2.8022193197119516,17,PySRFunction(X=>P - (Propylguaiacol - (Tricosane - 2.3906538)) - 1*0.5692037 + 0.15564801 + 64.34819 + 0.3285308/Retene)
14,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
15,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
15,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
15,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
15,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
15,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
15,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
15,2.8065560160053513,13,PySRFunction(X=>Heptadecane + P - Propylguaiacol - 1.2855237 + 64.34819 + 0.2806702/Retene)
15,2.8060394808694875,15,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - Sb - (Propylguaiacol - 1*12.682899) + 51.281994)
15,2.8022193197119516,17,PySRFunction(X=>P - (Propylguaiacol - (Tricosane - 2.3906538)) - 1*0.5692037 + 0.15564801 + 64.34819 + 0.3285308/Retene)
15,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
16,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
16,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
16,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
16,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
16,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
16,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
16,2.8065560160053513,13,PySRFunction(X=>Heptadecane + P - Propylguaiacol - 1.2855237 + 64.34819 + 0.2806702/Retene)
16,2.8029140639679158,15,PySRFunction(X=>P*0.9858552 - SO_4 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
16,2.8022193197119516,17,PySRFunction(X=>P - (Propylguaiacol - (Tricosane - 2.3906538)) - 1*0.5692037 + 0.15564801 + 64.34819 + 0.3285308/Retene)
16,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
17,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
17,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
17,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
17,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
17,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
17,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
17,2.8036734192352664,13,PySRFunction(X=>P - SO_4 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
17,2.8028831018571325,15,PySRFunction(X=>P - SO_4 - 0.6439096 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
17,2.8005715392155714,17,PySRFunction(X=>-Heptadecane + Octacosane + P - SO_4 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
17,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
18,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
18,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
18,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
18,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
18,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
18,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
18,2.8036734192352664,13,PySRFunction(X=>P - SO_4 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
18,2.8028831018571325,15,PySRFunction(X=>P - SO_4 - 0.6439096 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
18,2.8005715392155714,17,PySRFunction(X=>-Heptadecane + Octacosane + P - SO_4 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
18,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
19,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
19,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
19,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
19,2.847187029198984,7,PySRFunction(X=>P - Propylguaiacol + Ti + 64.120476)
19,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
19,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
19,2.8036734192352664,13,PySRFunction(X=>P - SO_4 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
19,2.8028831018571325,15,PySRFunction(X=>P - SO_4 - 0.6439096 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
19,2.8005585666418087,17,PySRFunction(X=>Nonadecane + Nonadecane + P - Propylguaiacol - 1*0.14493488 + 60.921036 - 0.3655559*(-1.0068737)/Retene)
19,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
20,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
20,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
20,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
20,2.834225590518517,7,PySRFunction(X=>P - 1*(-68.186806) - 0.74051356/Ti)
20,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
20,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
20,2.8036734192352664,13,PySRFunction(X=>P - SO_4 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
20,2.8028831018571325,15,PySRFunction(X=>P - SO_4 - 0.6439096 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
20,2.8005585666418087,17,PySRFunction(X=>Nonadecane + Nonadecane + P - Propylguaiacol - 1*0.14493488 + 60.921036 - 0.3655559*(-1.0068737)/Retene)
20,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
21,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
21,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
21,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
21,2.833650836576197,7,PySRFunction(X=>P - 1*(-67.59262) - 0.7404155/Ti)
21,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
21,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
21,2.8036734192352664,13,PySRFunction(X=>P - SO_4 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
21,2.8028831018571325,15,PySRFunction(X=>P - SO_4 - 0.6439096 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
21,2.8005585666418087,17,PySRFunction(X=>Nonadecane + Nonadecane + P - Propylguaiacol - 1*0.14493488 + 60.921036 - 0.3655559*(-1.0068737)/Retene)
21,2.7978347827620924,19,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) - 0.44276243 + 1.3847809 + 51.281994)
22,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
22,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
22,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
22,2.833650836576197,7,PySRFunction(X=>P - 1*(-67.59262) - 0.7404155/Ti)
22,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
22,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
22,2.8036734192352664,13,PySRFunction(X=>P - SO_4 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
22,2.8028831018571325,15,PySRFunction(X=>P - SO_4 - 0.6439096 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
22,2.7990864853347133,17,PySRFunction(X=>Docosane/Retene + P - Propylguaiacol - SO_4 - (Propylguaiacol - 1*12.682899) + 0.60158384 + 51.281994)
22,2.7929427389904427,19,PySRFunction(X=>Mn + P - Propylguaiacol - SO_4 + Tetracosane - (Propylguaiacol - 1*21.183475) + 42.63013 + 0.27881017/Retene)
23,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
23,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
23,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
23,2.833650836576197,7,PySRFunction(X=>P - 1*(-67.59262) - 0.7404155/Ti)
23,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
23,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
23,2.8036734192352664,13,PySRFunction(X=>P - SO_4 + 17.254694 + 27.103365 + 27.189465 - Propylguaiacol/Fluoranthene)
23,2.796998780932568,15,PySRFunction(X=>P - Propylguaiacol + Tetracosane - (Propylguaiacol - 1*12.682899) + 51.281994 + 0.27881017/Retene)
23,2.7929427389904427,19,PySRFunction(X=>Mn + P - Propylguaiacol - SO_4 + Tetracosane - (Propylguaiacol - 1*21.183475) + 42.63013 + 0.27881017/Retene)
24,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
24,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
24,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
24,2.833650836576197,7,PySRFunction(X=>P - 1*(-67.59262) - 0.7404155/Ti)
24,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
24,2.8113902361086103,11,PySRFunction(X=>Heptadecane + P - Propylguaiacol + 64.34819 + 0.2806702/Retene)
24,2.8017052549313455,13,PySRFunction(X=>Hentriacontane + P - Propylguaiacol + Tetradecane + 61.080544 + 0.35413867/Retene)
24,2.796998780932568,15,PySRFunction(X=>P - Propylguaiacol + Tetracosane - (Propylguaiacol - 1*12.682899) + 51.281994 + 0.27881017/Retene)
24,2.7929427389904427,19,PySRFunction(X=>Mn + P - Propylguaiacol - SO_4 + Tetracosane - (Propylguaiacol - 1*21.183475) + 42.63013 + 0.27881017/Retene)
25,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
25,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
25,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
25,2.833650836576197,7,PySRFunction(X=>P - 1*(-67.59262) - 0.7404155/Ti)
25,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
25,2.805681584094958,11,PySRFunction(X=>P + Pentacosane - Propylguaiacol + 61.258293 + 0.35547495/Retene)
25,2.8017052549313455,13,PySRFunction(X=>Hentriacontane + P - Propylguaiacol + Tetradecane + 61.080544 + 0.35413867/Retene)
25,2.796998780932568,15,PySRFunction(X=>P - Propylguaiacol + Tetracosane - (Propylguaiacol - 1*12.682899) + 51.281994 + 0.27881017/Retene)
25,2.7929427389904427,19,PySRFunction(X=>Mn + P - Propylguaiacol - SO_4 + Tetracosane - (Propylguaiacol - 1*21.183475) + 42.63013 + 0.27881017/Retene)
26,4.452308945312924,1,PySRFunction(X=>0.799869950000000)
26,2.8803060273945245,3,PySRFunction(X=>P - 1*(-64.78817))
26,2.858242301492598,5,PySRFunction(X=>P - Propylguaiacol + 64.120476)
26,2.833650836576197,7,PySRFunction(X=>P - 1*(-67.59262) - 0.7404155/Ti)
26,2.821666016867398,9,PySRFunction(X=>-Cl*Isoeugenol - Dibenzofuran + P + 67.57773)
26,2.805681584094958,11,PySRFunction(X=>P + Pentacosane - Propylguaiacol + 61.258293 + 0.35547495/Retene)
26,2.8017052549313455,13,PySRFunction(X=>Hentriacontane + P - Propylguaiacol + Tetradecane + 61.080544 + 0.35413867/Retene)
26,2.796998780932568,15,PySRFunction(X=>P - Propylguaiacol + Tetracosane - (Propylguaiacol - 1*12.682899) + 51.281994 + 0.27881017/Retene)
